conversation_id,ground_truth_intent,customer_first_message,support_response
494824,UNKNOWN,Se supone hoy es el último día para que me llegue mi pedido @115821 así que de verdad espero llegue poruqe ya se ha retrasado,"@233010 Hola, Ana. Lamentamos los inconvenientes causados por el retraso en la entrega de tu paquete. ¿Podrías comentarnos, si ya has contactado con la compañía de transporte encargada de realizar la entrega? ^AA"
1936468,UNKNOWN,"@115850 pls Note Product MRP 235 sold by you at 258 this is ridiculous and illegal in India hope you take Necessary action and revert back or get ready to face Legal Action.
@115821 https://t.co/n2AunXkdPe","@576123 There may be cases where M.R.P. of the product delivered is different from the M.R.P. given on the website due to various reasons including time lag in updating prices post changes in M.R.P., product belonging to a different 1/2 ^SH"
2828769,UNKNOWN,@115830 Parcel shown to be delivered last Monday but I have not received it. Kindly how do I report this as your site is rubbish with this,"@787783 I'm sorry for the trouble, Stella! I'll be happy to help! You can contact us directly by phone or chat any time here and we'll be happy to help resolve this for you: https://t.co/JzP7hlA23B. I hope this information is helpful! ^SD"
773480,UNKNOWN,@AmazonHelp my order not delivered in time as guaranteed no use of being a prime member.,"@304766 Sorry to know the order wasn't delivered on time. Kindly fill in your details here: https://t.co/GIJyeYqKE0, I'll look into it. ^NR"
474293,UNKNOWN,"Cher @120533.
C'est la deuxième fois en 3 semaines que je pré-commande un colis pour qu'ils arrivent en retard alors que je souhaite les avoir D-1(c'est pour ça que je paye amazon prime). 
C'est possible d'avoir une compensation car la première fois ça passe mais la deuxième...","@227890 Bonjour, je suis sincèrement navré d'apprendre cela. Avez-vous une commande en cours en retard?  
^ARC"
1555446,UNKNOWN,@AmazonHelp Where is my refund. I have proof that item was returned.,@228147 I understand your concern. We're here to help if we can! Have you tried tracking the refund? https://t.co/cDelRwj3a5. ^AL
1262281,UNKNOWN,@AmazonHelp I cannot leave a book review. I click on stars and then there is no option to write my review. What's happening?,@415659 What browser are you using?^CD
849758,UNKNOWN,"@115850 @AmazonHelp Pathetic service, first refused to home delivery even after promised the same &amp; now refunded money after gift &amp; card money deduction. Take back ur gift &amp; card ; and refund full MONEY #amazonIndia",@321917 We've responded to your query here: https://t.co/ulz3lYOrZz. ^HA
2474877,UNKNOWN,"so @116316 how is it possible that i order 3 items at the same time, 2 make it for delivery, but the third is sent somewhere for collection without even telling me where?","@707547 Hi, did you already check the tracking information in your account? There should be a hint where the delivery currently is or where it was delivered. Otherwise you can contact my colleagues for taking a look: https://t.co/ohyvGrpvrY Regards ^TA"
2673905,UNKNOWN,"@115850 

Order #402-0355435-1977945
I want delivery of all 3 items by 2nd Nov.as not possible to receive on 3rd Nov.","@752761 We aim to deliver as per the estimated delivery date assigned to packages. Unfortunately, we'd not be able to 1/3 ^MA"
2151049,UNKNOWN,"Yet another @115821 Home Services #fail for me.  Provider doesn't show up. No communication, nothing. I got a $50 credit from Amazon , but I would rather have seen the install done.","@632168 I'm sorry about this Amazon Home Services issue, Krishnan! Were we able to resolve your concerns when you contacted us? ^BE"
671738,UNKNOWN,@115821 why i cant order the fire tv stick basic edition to australia ?,"@280269 Hey Ahmad, you can find more info by following this link: https://t.co/ZVaDiriA7d ^MA"
2663811,UNKNOWN,"@115830 Prime item in stock, purchase 22nd still waiting. Lied to by customer service. What am I paying £8 a month for? No contact from @115830  to apologize, thanks for nothing.",@750630 I'm sorry for the trouble you've had with your order. Thank you for your patience. Can you let us know what the latest tracking is for your order and who the carrier is: https://t.co/aaDyEz1VgE? When you spoke with us what was discussed? We're here to help! ^EB
1057970,UNKNOWN,Been trying to buy @46084 book on Kindle for the last 20 minutes on @115821 and it won’t let me. Oh well.,@369796 I'm seeing it is available for purchase: https://t.co/fqnDhtCAFn. Are you getting an error message? ^AF
2944337,UNKNOWN,Lesson of the week : #FulfilledByAmazon means probably as likely to be delayed as with anyone else on there (if not delayed even longer) @115830 @115821,"@759158 I'm so sorry! Our deliveries might take slightly longer during this busy time. For more information on our Cyber Monday delivery times, please visit us here: https://t.co/FikWKPvmWT ^TK"
2969420,UNKNOWN,Yo @AmazonHelp y'all gonna help me with my fire stick being frozen or what it's been like three days now since I asked,"@658270 Hi there! Thanks for reaching out. Were here to help. Just to confirm, have you done this basic troubleshooting listed here: https://t.co/IHTELqJXvt. ^LH"
197808,UNKNOWN,@162515 We're following up on your concern via DM. ^YP,@AmazonHelp no i cannot wait refund me
710650,UNKNOWN,"@AmazonHelp Order already 2 days late and now says ""customer requested forward to new address"" but I never did?","@289934 So sorry for the late order, Lauren! Who's the carrier for your delivery? You can find out here: https://t.co/Y5jpI9gRhE ^JZ"
126775,UNKNOWN,17 livros comprados na @117086 ainda gastei menos que o esperado,"@144458 Olá, Jhen! Nossa, você adora ler mesmo, não é? *-* Quando você receberá o seu pedido? 📚✨ ^CR"
1022880,UNKNOWN,"@115850 my account is __email__, i never use my 200 rs this was gift voucher given by amazon. U cut my 155 rs.  bad service","@362051 I'm sorry about the pay balance issue. Please correct me if I'm wrong, you had a Rs. 200 [1/2] ^HA"
1334979,UNKNOWN,"ORDER # 206-8387037-4784361 STILL not fulfilled. Unsuitable packaging, Broken packaging, Missing order.  @115830 @AmazonHelp","@229748 I'm sorry for the trouble! W/o sharing acct info, will you elaborate on what's happened? Is this a replacement order? ^PF"
842237,UNKNOWN,"@120533 Bonjour, ça fait deux fois que le livraison est repoussée au lendemain (Je suis amazon prime) pour un sac que j'ai commandé...","@320329 Bonjour, je suis désolé d'apprendre cela. Que dit le suivi de votre colis ? ^ME"
230865,UNKNOWN,Is this kind of too much for a delivery. This is the 6th notification on same order @115850 https://t.co/y3gY1ytgCX,@170977 That's unusual. I'll have this reviewed internally. Thanks for flagging. ^HK
637211,UNKNOWN,@AmazonHelp This is after we've told all of our customer to buy us on Amazon and we've shipped several £1000 worth of stock to your warehouse.   Can you please help get us back online ASAP as we have already lost several days worth of sales #PleaseHelp 2/2,"@271097 I'm sorry for the frustration! We're available to address this concern. At your convenience, please reach us here: https://t.co/Fluf443fne ^SJ"
2205522,UNKNOWN,"@116090 Once again, replacement products for previously damaged items; 50% of the items damaged originally, so far 50% damaged again.",@644852 Sorry to hear it Barry- Have you reported this to us directly? ^NV
2789141,UNKNOWN,Hello is there a way to check if I'm signed up to Prime? If so it's a mistake bc I can't afford the membership &amp; I noticed my packages are coming faster than expected. No complaints just can't afford Prime if charged @AmazonHelp,"@141424 Hello! You can check your Amazon Prime status by going to your account; click where it says Hello, (your name); go to Prime, and on the left-hand side it will tell you your status. Let us know if you need help with anything else! ^LS"
1020065,UNKNOWN,"@115830 I am a Prime subscriber so I pay for next day, why is the 28th the earliest date? I feel cheated, you are a most deceitful company #payyourtaxes",@361369 Some deliveries may take longer than usual during this time of year: https://t.co/1ZiavmDn9X I'm sorry for any inconvenience this may cause. ^RA
643893,UNKNOWN,"@AmazonHelp @AmazonHelp ,your customer cafe and email response is very unhelpful, see tge image,i have that issue and all i am getting is password reset https://t.co/2iAajDeOzc",@AmazonHelp **care
2536349,UNKNOWN,"@115850 @117128 Not able to recharge my phone number with Rs.448 recharge,everytime I am recharging using Amazon it is giving that recharge failed,have tried it 5 or 6 times but transaction failing again and again,sort this out.",@348604 That's unusual. We'd like to check this for you. Kindly contact us here: https://t.co/vlvfJr4nN9 ^SY
1709436,UNKNOWN,@115821 since when is that how Amazon rolls? I'm not answering the door in the dark when I'm not expecting anyone!,@517966 I'm sorry for any aggravation! Most carriers will deliver packages until 8PM. ^DD
1315563,UNKNOWN,Terrible @AmazonHelp ....aftr i had a tlk wid delivry boy....i received sms that order couldnt be delivered as delivery boy couldnt cntct me,"@416102 We're so sorry for the miscommunication. If you've shared your details using the link provided earlier, 1/2 ^RS"
2488451,UNKNOWN,@115821- promises one day shipment. Misses it. Then updates the status of the tracking as if there was no miss at all. That's just pathetic.,@459858 Oh no! So sorry for the delay! This is not the experience we like you to have with us! What is the current order status shown here: https://t.co/Y5jpI9gRhE ^AD
1543584,UNKNOWN,@115850 @AmazonHelp what's the use in booking a return pick up time if @115850 is just going to change the pick up time? Waste of time,"@132485 Sorry to know about the pickup issue. We try our best to complete the pickup on time, however, (1/2) ^KA"
424103,UNKNOWN,she is an extremely bold Amazon employee just followed and aggressively hit on me for three whole blocks.,"@215955 Hi Eva, sorry to hear this - was this by an Amazon Delivery Associate ? ^TD"
836142,UNKNOWN,Natürlich sortiert @124285 erst das @116316-Paket falsch und schickt es jetzt einfach zurück. Fängt ja super an #Freitag_der_13,"@319048 Wenn du möchtest, sehen wir uns das Ganze mal an. Melde dich bitte dazu über folgenden Link: https://t.co/ohyvGrpvrY Gruß ^TR"
420083,UNKNOWN,@115850 Package damaged haven't received refund its been a fortnight Order id 4__credit_card__ Prioritise this case and do the needful!,@215145 I'm sorry about the issue you're facing with refund. Let us look into it. (1/2)^HR
779881,UNKNOWN,"@AmazonHelp still no updates on the product, #AmazonIndia!",@306221 Kindly revert to our email correspondence with further query on this and we'll be happy to take it over from there. ^AB
2878652,UNKNOWN,"@4248 I am sorry to hear this, Adam. Please contact us directly using the following link: https://t.co/oGDklGgbCZ so we can look into this for you, and discuss your options.

-Sami",@AmazonHelp I’m trying to buy something but I can’t use my gift card it won’t let me
2170891,UNKNOWN,Dear @115830 I want answers to my outstanding issues by 12 noon gmt tomorrow - someone somewhere has got my stuff - and no more lame excuses about rogue deliveries - #sortitout #amazon #amazonfail,"@636795 I'm so sorry for the inconvenience, Dan! We would like to help resolve this for you. Please reach out to us here: https://t.co/JzP7hlA23B ^LA"
1996337,UNKNOWN,Well done Amazon. Thanks for spoiling another one of our son's Christmas presents. The last two orders for him have come unpackaged and with the parcel label stuck directly to the box!!!! To top it off this one he accepted from the courier. https://t.co/w07rPA1JPM,"@590303 Hello, I am sorry that this has occurred. On certain orders placed you will have the option to get the item delivered in the original packaging. You can however, choose to have it delivered in an Amazon box. Take a look here: https://t.co/RM7bRxpLUf ^CR"
831817,UNKNOWN,@AmazonHelp I have not received my package which was to be delivered yesterday.,@318100 I'm sorry you haven't received the package yet. Please contact our support team here: https://t.co/XInSyGQaJE and 1/2 ^SH
2884066,UNKNOWN,".@AmazonHelp please provide a smooth delivery of my product
Your boys delivered goods at this address prior,but now my address is not locating.Check your distribution/delivery depmnt many companies sank due to this.Solve my issue ASAP https://t.co/lI78E0Nf6i","@AmazonHelp I prefer shopping on other portals/Comp rather than @115850 .They always blunder in delivery No customer care number at least no phone for kota Customer feels cheated
Use any site for shopping but don't use @115850 You will repent afterwards"
2285998,UNKNOWN,"@AmazonHelp  I post to get my package by 8 tonight.. Do you know what time i post to get it? Cause, We got criminals love breaking into stuff and stealing stuff off peoples door step.. Tracking number is LS114542208CN","@609471 Thanks for reaching out! We don't have access to order details, however, you will receive a confirmation e-mail as soon as your package is delivered. We can deliver up until 8PM. Please keep us posted! ^KJ"
1427163,UNKNOWN,@451045 I'm sorry for the poor experience. Have we provided an updated delivery date for the order: https://t.co/Y5jpI9gRhE ^EA,@AmazonHelp No there is no information on my package at all
2283719,UNKNOWN,@115830 can you guys stop sending me things like this. Looks like your jusy giving it me 😉🙄 https://t.co/xYE2ocBlsQ,"@291994 Hi Kelly, you can opt out by clicking ""Block notifications"" ^AT"
1327696,UNKNOWN,En recepción de @55428 habia como 20 paquetes de @116928  de tamaño muy parecido 😂😂 #SuperMarioOdyssey https://t.co/FsEpggNsQe,"@429770 Hola Roberto, que emoción que hayas recibido tu producto 🤗 ¿Cuándo lo estrenarás? ^AZ"
1205434,UNKNOWN,@115850 storage conditions at MAA4 FBA are pathetic! products are delivered in unacceptable conditions triggering negative feedback. #help https://t.co/XjwKy1LFcs,@403123 Sorry for the inconvenience. Kindly report the issue to our seller support team here: https://t.co/hITbmQzz2y and we'll 1/2 ^SH
671265,UNKNOWN,@115821 I’m tired of you guys not picking up your old fresh boxes when you drop new ones off,"@280144 I'm so sorry for the frustration, Fred! We'd like to help! You can request a pick up for the bags here: https://t.co/74OiSF2Kxj ^HM"
418415,UNKNOWN,"@115850 Greetings, I receive items on 9 oct by COD, I'm not satisfy with products,I want my money back Rs 327 or get updated in amazon pay https://t.co/ApkoZQS7aF",@214829 I'm sorry to know that the products you received weren't as expected. Kindly report this to our support team 1/3 ^EM
2783214,UNKNOWN,@115850,"@777178 I'm sorry but we were unable to apprehend you. Could you please elaborate your concern? So that, we can assist you. ^GD"
1680125,UNKNOWN,@AmazonHelp do you have a complaints email address? I can't find one online which is quite bad,@510910 We'd like to help! Have you had a chance to reach out to us here: https://t.co/JzP7hlA23B? ^JO
291369,UNKNOWN,@AmazonHelp Customer Care Associate is saying we don't have supervisor totally hopeless,@185376 I'm sorry about any inconvenience. Could you tell us more on this? We'll be happy to help. ^SG
2907870,UNKNOWN,@AmazonHelp two days in the row my delivery has not arrived. Up until 8pm it was for delilvery by 8pm today. Same again tomorrow? #primefail,@805143 Oh no. We'd like to take a closer look at this with you! Please click here: https://t.co/JzP7hlA23B so we can further assist.
169583,UNKNOWN,"@115821 just ordered a bunch of stuff, hopefully the delivery is better than last time. Packages left on side walk and driveway.","@155490 If you have another bad delivery, you can contact us here: https://t.co/EKXRLsnxJu so we can document your experience. ^AF"
337754,UNKNOWN,Hey I ordered on Wednesday and still haven’t received my prime package in nearly 4 days...... @AmazonHelp,"@196613 Two-Day Shipping refers to transit time, in business days, once shipped. When is it due to arrive: https://t.co/Y5jpI9gRhE? ^JR"
446804,UNKNOWN,@AmazonHelp I have sent an email telling them exactly how I feel. I really hope my order is found so I don’t have to explain to my children that their Christmas present hasn’t arrived due to a delivery failure and that F.C. doesn’t exist! @122232 You should be very embarrassed 😳,"@220846 Thank you for that, Louise! We're always here for you. Please keep us posted and let us know if there's anything else at all we can assist with! ^SD"
2431166,UNKNOWN,"@AmazonHelp Excellent job in sending a replacement for the non delivery using the SAME unreliable shipper - guess what, they didn't deliver.  Time to do all my book shopping @13101 instead.",@312868 When you contacted us previously were we able to provide feedback about the courier? Have you reached out to them regarding the missing delivery? ^MT
465872,UNKNOWN,Please fix this bug in IOS. Annoyed. @119625 @AmazonHelp @116618 @115850 https://t.co/02BxU5KfZC,@225840 We'll be glad to help you. Kindly share your details here:  https://t.co/beaaDm0muc so that we can fix this for you. ^SC
2634124,UNKNOWN,@AmazonHelp can you help. This always happens if I’m not on WiFi. https://t.co/fX48f8tF74,@743703 Hi Diego. I'm sorry to see the error you're receiving! It appears to be an internet issue. Have you tried another application besides this one to see if it gives the same error? ^HC
1404741,UNKNOWN,"@115850 the world's most confused shopping site. The product has neither canceled nor delivered for the last 4 days.
Can you please solve?",@446595 I am sorry to know that you haven't received your order yet.(1/2) ^ MD
2310487,UNKNOWN,"Emily, you’re half an hour late and you’ve been sitting in Lynnwood for like an hour, what you doin girl. @117795 https://t.co/aW4cnznDd7","@589611 I'm so sorry for the wait. If you have a moment, please contact us here: https://t.co/mpns8Hctmq so we can look into this with you. ^LH"
226057,UNKNOWN,"@115850 On 25th sept, I have received  64 gb samsung memory card but its a faulty one. On 26th, I have sent a request for replacement but nothing has happened since then. I demand a swift action. Bill order is  408-9130123-3589128","@169973 I've responded to your tweet here: https://t.co/Tw5UsNt07H, ^NR 1/2"
1277104,UNKNOWN,"#MarioOdissey commandé chez @Walmart expédié je l’aurais demain sans frais, @115821 toujours pas expédié, prévu dans 7 jours, je suis Prime!","@418721 Bonjour,
L'article est-il vendu et expédié par Amazon ou par un vendeur tiers?
^MD"
1267134,UNKNOWN,"pues anda que no va a perder compradores .@116928  con la nueva forma de ""reparto""...","@416676 Hola Raul, ¿qué ha sucedido? ¿Se ha presentado algún inconveniente? ^KS"
2309312,UNKNOWN,"@AmazonHelp Ayudaaaa
Hice el pedido desde el viernes pero me dicen que les tengo que pasar el número con el que se registró mi tarjeta pero no me marcan ni nada y me urge el paquete 😫","@669795 Hola Diego, lamentamos el inconveniente. ¿Los datos te los está pidiendo el transportista o Amazon? ^MB"
1572978,UNKNOWN,@119625 please include legendary shows like x-files etc into your library with Musical Live concerts.. to make it more appealing.,@346569 We will continue to add new content. Keeping checking https://t.co/FYM9PJhpIG where (1/2)^CB
1881712,UNKNOWN,"@115850  Not only ur service but ur boxes are awesome too! 
Very helpful to pack things up! https://t.co/Z2c9s8osVj",@231103 Wow! You've got a heavily loaded arsenal there. Don't tell me you've trapped the 'Fantastic Beasts' in those or did you? ^HA
789256,UNKNOWN,"@115830 1/2 It’s one thing to have to return a faulty item and wait for a refund, it’s quite another thing to have to wait for a refund when","@308216 Hi, sorry to hear about that bad experience, what were you advised when you contacted us? ^JJ"
2132867,UNKNOWN,@AmazonHelp Someone left me a voicemail and said they had left permanent instructions in my account and told the driver to try again during business hours. Apparently that didn’t work. 🤷‍♀️,@AmazonHelp really fun new update... says it was delivered Friday? Nope. It’s truly a mystery.
50767,UNKNOWN,@115821 @120533 @AmazonHelp @127390 #TurtlesAllTheWayDown Et je ne pense pas être la seule...? Has this happened to someone else? https://t.co/cnkB2p99RQ,"@127389 Bonsoir, je suis désolée pour cela. Avez-vous passé votre commande sur Amazon.fr ? ^SB"
2633048,UNKNOWN,@743446 I'm sorry to hear this. Which of our websites did you place the order through (https://t.co/nUUp5MLhYl / https://t.co/ykTUEmdsQA / etc.)? ^GR,@AmazonHelp https://t.co/HICb3FSFFT
2800457,UNKNOWN,Why have my packages been lost recently @115821 like I’m starting to think y’all have a problem with me lol. I just want the stuff I ordered please,@781275 This definitely isn't what we strive for! Have you noticed this happening more often with a specific carrier: https://t.co/Y5jpI9ys9c We'd like to help! ^ML
349777,UNKNOWN,"@AmazonHelp i ordered an item and got a different one.
I want to send it back to you.
Can I send it from other country to you in the US?",@199226 Is it directly from us or a marketplace seller? ^AS
2640926,UNKNOWN,"ONCE AGAIN, Y'ALL PLAYING @123967 @AmazonHelp BECAUSE I KNOW MY PACKAGE WILL NOT BE HERE BY 8PM. THE POST MAN CAME AND WENT: TRACKING HASN'T BEEN UPDATED SINCE YESTERDAY AT 2:47 PM. I'M TIRED. https://t.co/2pNGmZ9n7A","@278025 I'm sorry to hear it has't arrived. What's the delivery date and most recent tracking shown here: https://t.co/Y5jpI9gRhE?

- Liz I"
1961174,UNKNOWN,Chegou meu nenê ❤️ https://t.co/g280Fr86XN,"O Kindle é ridículo de leve e bonito, dá até gosto de ler
Te amo @117086"
2893165,UNKNOWN,"@115821 is there a way where i can ask someone if a book is going to be available soon?. i'm missing only one from a collection, and kindle version is not available. thanks in advance.","@801893 Hi Erwin! Which website do you use .com, .co.uk, .in etc? ^AP"
840394,UNKNOWN,@AmazonHelp my order got cancelled without my permission? Can you tell me why this happened?,@319974 I'm sorry the order got canceled. Unfortunately the order canceled cannot be re-instated.(1/2)^HR
2945430,UNKNOWN,Paid 3707 INR for below item purchased from @115850 Got it today bt the tag on item says MRP 2950 INR #Fraud #Amazon #AmazonIndia  @AmazonHelp https://t.co/ScrN154Qmm,@813611 The MRP of the product delivered might differ from the MRP mentioned on the website. This could happen owing to a variety of factors. Kindly check this link here: https://t.co/8c7nqHBUw9 for more information. (1/2)^MN
2478883,UNKNOWN,"@115850 Hi ! Was trying to place an order, but delivery charges are there even with me being a prime member. I tried getting a call back, but  it says you have blocked my number from call backs. Help please.","@708444 I'm sorry for the disappointment. Prime offers free shipping for Prime eligible order. However, you might be charged for seller fulfilled orders.  Also, kindly try connecting with us via chat/email using the link here: https://t.co/vlvfJr4nN9 ^SG"
1119099,UNKNOWN,and @115821 said they lost my order 😡,@384048 I'm sorry your package can't be located! Have we been able to send you a replacement or refund for your order? ^TN
344364,UNKNOWN,@AmazonHelp pl. Inform mail.id to initiate notice to Amazon for debiting twice in my card account towards prime membership on 29.08 &amp; 29.09,"@197901 That's odd, Srinivas. Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. ^HD"
945457,UNKNOWN,@AmazonHelp my order said it arrived but i wasn't home when i got home i didnt see a package ANYWHERE and there was no i missed you sign,"@344183 Oh no! Can you please tell us who the carrier was, found here: https://t.co/q4LAMZ3tbE ^AC"
1448003,UNKNOWN,"C’est du vol de payer 9,99€ pour une livraison rapide ne pas être livrer le lendemain @120533","@381570 Bonjour, je suis désolée d'apprendre cela. Est-ce que vous avez une commande en retard ? ^SB"
461307,UNKNOWN,Terrible service and customer care response from @117795. Fail to deliver perishables in time and had no concern for the inconvenience caused. Shame !,@224605 I am so sorry for the poor experience! When you contacted us what options did we provide for you? ^LS
1515361,UNKNOWN,"When @115830 manage to fuck up an order for a second time in less than 3 weeks. Top notch, will avoid again 👌🏻","@471576 I'm sorry you had a poor experience! Without providing any account/personal info, can you tell us what happened? ^SJ"
18419,UNKNOWN,Amazonプライム。年会費の引き落としが登録カードで不能であった場合、利用履歴にある他のカードで引き落としをする仕様になっている疑いあり。なんじゃ？この仕様。しかも利用者はそんな設定をした認識はないわけで。。とんでもないトラブル事案だと思うんだが、関係者の方はどう思うんだろ？,@120093 突然失礼いたします、公式サポートです。ご投稿の件につきましては、状況をお調べした上でご案内させていただきますので、誠に恐れ入りますが、リンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN
2805877,UNKNOWN,@116875 Me haz fallado con la entrega 😓,@270755 Javier sinceramente lamentamos los inconvenientes. ¿Podrías indicarnos si has recibido alguna notificación por parte del transportista o si has podido hablar con ellos? ^PC
2795294,UNKNOWN,Uyyy lo que me ha llegado😲😆 @116928 https://t.co/rsXntohePW,"@780030 ¡Hola, Caronex! Cuéntanos, ¿Qué recibiste?  ^DS"
833148,UNKNOWN,なんかこんなん送られてきたww https://t.co/AVFAj0XItl,@318411 既にお気づきのご様子ですが、アマゾンからこのようなメールをお送りすることはございません。記載の番号に電話などされぬようご注意ください。なお、ヘルプページでも注意喚起を行っておりますので、ご参照ください。https://t.co/k4jy2iTq1Y RI
1714206,UNKNOWN,"Ich bezahl demnächst auch irgendwen und ihr dürft dann rausfinden, wen. Kindertagesstätten haben mehr Ordnung @116316 2/2",@519114 Vielleicht wurde die Bestellung im Briefkasten oder beim Nachbarn abgegeben. Hast du dort schon mal nachgeschaut bzw. gefragt? ^KM
2928915,UNKNOWN,いつの間にかアマゾンプライム会員になってた………気をつけてたのに……いつお試ししてしまったのだろうか………,@810280 (1/2)Amazonプライム無料体験をご利用されておりませんか？お申込み後、自動更新をOFFにされていない場合、体験終了後有料会員へ移行となります。会員情報は、アカウントサービス&gt;Amazonプライム会員情報を管理するにてご確認いただけます。ET
519773,UNKNOWN,@115821 what's going on - 4 orders placed since 11/28 and all late? Why do we pay for prime and then not get 2 day shipping?? 2 orders for tomorrow deliver not even shipped yet??,@239954 Hi! Two-Day Shipping refers to the shipping time after your order has been processed: https://t.co/GYbcFqsQH4. Some items may take longer to prepare. Have we been missing the promised dates given on your order confirmations:  https://t.co/Y5jpI9ys9c? ^PF
